question	gold	predicted	correct	predicted probabilities
question 1152	1	1	1	[0.00521651 0.8399375  0.01251891 0.10423245 0.03809462]
question 1153	4	4	1	[4.13345726e-04 2.25655548e-03 1.06535925e-04 2.35761795e-03 9.94865954e-01]
question 1154	0	3	0	[0.1667152  0.33438608 0.00467104 0.48940995 0.0048177 ]
question 1155	2	2	1	[5.5509690e-02 2.3820708e-03 9.3974841e-01 1.7640113e-03 5.9582217e-04]
question 1156	2	2	1	[0.18033719 0.2678021  0.2799432  0.13240866 0.13950877]
question 1157	4	4	1	[0.01150796 0.01845098 0.01128977 0.03963814 0.91911316]
question 1158	3	0	0	[0.6945273  0.29456502 0.00278577 0.003255   0.0048669 ]
question 1159	1	1	1	[0.01080083 0.94150174 0.00339769 0.00396625 0.04033353]
question 1160	1	1	1	[1.1641239e-04 9.9897432e-01 3.8829879e-04 1.7793277e-04 3.4295919e-04]
question 1161	4	2	0	[0.00732486 0.00726516 0.9253     0.0018268  0.05828313]
question 1162	1	1	1	[0.00256128 0.85386324 0.06078408 0.06665643 0.01613485]
question 1163	0	0	1	[7.1207511e-01 2.7027553e-01 1.9613978e-04 3.4112582e-04 1.7111998e-02]
question 1164	2	2	1	[1.3124612e-03 2.3196717e-03 9.9463177e-01 3.1399613e-04 1.4221296e-03]
question 1165	4	4	1	[0.0029669  0.00116462 0.00210183 0.01034197 0.9834247 ]
question 1166	1	1	1	[5.4200300e-05 9.9992883e-01 1.2939433e-06 5.5981923e-06 1.0035643e-05]
question 1167	1	1	1	[0.23416945 0.31326112 0.14749667 0.18012252 0.12495017]
question 1168	0	0	1	[0.6711757  0.10904995 0.05632202 0.10466938 0.05878286]
question 1169	0	0	1	[0.49065048 0.00353175 0.0041578  0.09478516 0.40687487]
question 1170	3	3	1	[0.04343328 0.00097904 0.00114782 0.86959904 0.0848408 ]
question 1171	2	2	1	[0.02603447 0.26698148 0.361259   0.13465881 0.21106616]
question 1172	1	4	0	[0.15645668 0.14522861 0.21526858 0.21798262 0.26506355]
question 1173	2	2	1	[1.3846005e-03 7.8509754e-04 9.9409938e-01 2.1908951e-03 1.5399290e-03]
question 1174	1	1	1	[0.02094399 0.93924296 0.01052007 0.009315   0.01997798]
question 1175	3	0	0	[0.7922965  0.00952803 0.0083711  0.1855582  0.00424611]
question 1176	0	0	1	[0.40728596 0.1878217  0.21986796 0.05333235 0.13169207]
question 1177	2	2	1	[0.0635657  0.00756035 0.8835691  0.00624783 0.03905697]
question 1178	3	3	1	[6.3588796e-03 1.1340854e-02 6.8654516e-04 9.7754765e-01 4.0661152e-03]
question 1179	4	4	1	[0.01033214 0.05659041 0.36621082 0.08610799 0.48075867]
question 1180	1	0	0	[0.22785212 0.20989345 0.17417979 0.16372448 0.22435014]
question 1181	1	4	0	[0.20770887 0.18408893 0.16106522 0.20811495 0.23902203]
question 1182	0	0	1	[9.7363323e-01 3.2097399e-03 4.3299684e-04 4.6975282e-04 2.2254279e-02]
question 1183	3	1	0	[0.40223595 0.42233714 0.01916144 0.1306866  0.025579  ]
question 1184	0	0	1	[0.47603366 0.22196308 0.05198557 0.15096205 0.09905571]
question 1185	4	4	1	[0.16869438 0.0128322  0.02315983 0.04630231 0.7490113 ]
question 1186	3	1	0	[0.00145331 0.9615817  0.00246801 0.03061743 0.00387963]
question 1187	4	4	1	[3.5558012e-01 1.0760666e-01 4.1453335e-03 1.3777519e-04 5.3253007e-01]
question 1188	2	2	1	[0.01664114 0.02103108 0.92977214 0.00195446 0.03060114]
question 1189	1	1	1	[0.02435891 0.7891344  0.05025545 0.06327897 0.07297235]
question 1190	3	3	1	[0.05695552 0.09410072 0.15322968 0.5445187  0.15119539]
question 1191	3	3	1	[1.0108482e-04 9.1093585e-05 8.5436006e-04 9.9877435e-01 1.7907745e-04]
question 1192	2	2	1	[0.00481074 0.00274551 0.97299385 0.00407081 0.01537905]
question 1193	4	4	1	[0.00607611 0.10226097 0.07725368 0.07584178 0.7385675 ]
question 1194	3	3	1	[0.00362668 0.01698563 0.01505256 0.9478661  0.01646902]
question 1195	2	4	0	[1.0430886e-03 2.4917649e-04 1.9186407e-01 1.0312582e-04 8.0674052e-01]
question 1196	3	3	1	[0.0371704  0.03734483 0.02112585 0.8813608  0.02299812]
question 1197	3	3	1	[0.00180112 0.02552734 0.18324907 0.70659894 0.08282362]
question 1198	2	2	1	[0.06702716 0.043941   0.7369227  0.09138038 0.06072884]
question 1199	2	2	1	[0.00459308 0.05053131 0.58882385 0.20807861 0.14797318]
question 1200	4	4	1	[0.02682141 0.2536064  0.16164371 0.20489001 0.35303843]
question 1201	4	4	1	[0.00300554 0.00200274 0.00638892 0.01019999 0.97840273]
question 1202	1	1	1	[0.23083119 0.3032144  0.12988898 0.11237857 0.22368684]
question 1203	4	0	0	[0.32186484 0.18669352 0.06876807 0.22336043 0.19931312]
question 1204	2	2	1	[0.0031609  0.00680544 0.9686471  0.00658435 0.01480216]
question 1205	0	0	1	[0.9584595  0.01554989 0.00158222 0.00239919 0.02200928]
question 1206	1	1	1	[1.0138986e-03 9.5853591e-01 3.5306931e-02 3.2959052e-04 4.8136795e-03]
question 1207	0	0	1	[0.43417957 0.02229105 0.4057218  0.07901464 0.05879297]
question 1208	0	0	1	[0.6996805  0.06035144 0.1176426  0.04854912 0.07377645]
question 1209	3	3	1	[0.01637869 0.04159226 0.06120781 0.8772808  0.00354046]
question 1210	4	4	1	[0.00114034 0.02044441 0.04139525 0.01215842 0.92486155]
question 1211	3	3	1	[0.01875766 0.00282316 0.00428896 0.97306687 0.00106342]
question 1212	3	3	1	[2.0196529e-05 1.0544859e-04 1.9578229e-01 8.0332690e-01 7.6519483e-04]
question 1213	1	3	0	[0.21486971 0.04766916 0.27716926 0.31592804 0.14436384]
question 1214	3	3	1	[0.06431494 0.00132696 0.00968731 0.9210713  0.00359951]
question 1215	0	0	1	[0.9931115  0.0023924  0.00171956 0.00175323 0.00102331]
question 1216	3	3	1	[0.02586018 0.01519955 0.01131309 0.93406093 0.01356621]
question 1217	0	0	1	[0.5518328  0.29920357 0.02497474 0.0125649  0.11142397]
question 1218	3	4	0	[0.21837363 0.22429723 0.19390327 0.1293621  0.23406377]
question 1219	1	1	1	[0.03701652 0.84882945 0.04417409 0.0402579  0.02972201]
question 1220	4	4	1	[0.01203751 0.32314983 0.11264222 0.08840586 0.46376458]
question 1221	3	3	1	[0.07338046 0.00831329 0.0542708  0.8116898  0.05234562]
question 1222	0	0	1	[9.5105797e-01 4.8145462e-02 7.0888817e-04 3.4476318e-05 5.3188218e-05]
question 1223	0	0	1	[0.5661674  0.03431438 0.26826504 0.02723088 0.10402219]
question 1224	1	0	0	[0.48879114 0.01761109 0.00069608 0.00847156 0.4844301 ]
question 1225	2	1	0	[0.04761263 0.47653398 0.38951868 0.04511332 0.04122138]
question 1226	1	1	1	[1.7739926e-02 9.7980911e-01 1.6991433e-03 3.5309658e-04 3.9877946e-04]
question 1227	4	4	1	[0.00896032 0.00130843 0.0096457  0.0061642  0.9739214 ]
question 1228	4	4	1	[2.9824689e-01 1.0987306e-06 1.0998027e-03 7.5862580e-03 6.9306594e-01]
question 1229	4	4	1	[4.8650228e-04 2.5589932e-03 7.6390465e-04 4.6990594e-04 9.9572068e-01]
question 1230	4	4	1	[0.02994491 0.00491687 0.01748289 0.134031   0.8136244 ]
question 1231	1	4	0	[0.00286029 0.18202333 0.00885024 0.03492678 0.77133936]
question 1232	0	0	1	[9.8436975e-01 8.5785249e-03 4.7644219e-04 5.7317736e-03 8.4343384e-04]
question 1233	1	3	0	[0.0720899  0.07983396 0.07768043 0.7293046  0.0410912 ]
question 1234	1	1	1	[0.05168781 0.82305217 0.04499405 0.03333733 0.04692849]
question 1235	1	0	0	[4.6227103e-01 3.8165304e-01 1.1100558e-01 9.7441734e-05 4.4972904e-02]
question 1236	0	0	1	[5.1273155e-01 1.3730714e-04 3.4373501e-01 1.4105619e-01 2.3399494e-03]
question 1237	2	2	1	[0.00736194 0.00869734 0.5024302  0.47934237 0.00216813]
question 1238	2	2	1	[5.8200338e-04 1.2563634e-01 7.5914329e-01 5.1947013e-03 1.0944365e-01]
question 1239	4	4	1	[0.09144147 0.09574251 0.33025885 0.01232889 0.47022825]
question 1240	1	1	1	[4.2600607e-04 9.6977401e-01 3.1353731e-03 2.2127688e-02 4.5370148e-03]
question 1241	3	3	1	[1.2252179e-05 5.5797384e-03 5.2238756e-05 9.9433798e-01 1.7753726e-05]
question 1242	3	3	1	[0.11161034 0.1301485  0.13035943 0.44259605 0.18528566]
question 1243	0	0	1	[9.6592402e-01 2.1693250e-03 3.0721761e-02 6.6079368e-04 5.2409130e-04]
question 1244	3	3	1	[4.2940578e-03 5.0593226e-05 1.5584147e-01 8.3751315e-01 2.3007472e-03]
question 1245	1	1	1	[6.2200247e-04 9.7335297e-01 1.0918442e-03 9.3828849e-03 1.5550286e-02]
question 1246	0	0	1	[0.90702194 0.0015666  0.08475967 0.00496018 0.00169167]
question 1247	2	3	0	[0.27683452 0.0882299  0.26568624 0.31158096 0.05766837]
question 1248	4	4	1	[0.1210658  0.10229252 0.04057527 0.06968875 0.6663777 ]
question 1249	1	1	1	[3.6693578e-05 9.3403256e-01 2.6470712e-05 3.7096313e-04 6.5533191e-02]
question 1250	4	4	1	[0.02314248 0.01204994 0.00535117 0.01518334 0.944273  ]
question 1251	4	4	1	[7.7523320e-04 2.6180210e-02 1.9653952e-02 7.4010402e-02 8.7938017e-01]
question 1252	3	3	1	[0.0008781  0.02002861 0.00299131 0.831173   0.14492887]
question 1253	1	1	1	[0.2632504  0.70908964 0.01080542 0.0009373  0.01591729]
question 1254	3	3	1	[0.00557771 0.00183156 0.00226516 0.98162836 0.00869721]
question 1255	0	0	1	[9.5251971e-01 8.7783616e-03 2.8593132e-02 5.0276349e-04 9.6059022e-03]
question 1256	0	0	1	[9.9615675e-01 4.7846104e-04 3.3722114e-04 2.2601362e-04 2.8016160e-03]
question 1257	1	1	1	[2.6113464e-04 9.4949234e-01 5.8801998e-03 1.3727419e-03 4.2993523e-02]
question 1258	2	2	1	[7.9098606e-04 8.7659331e-03 9.8897600e-01 1.1017263e-03 3.6532764e-04]
question 1259	1	1	1	[0.01549303 0.76359236 0.00745079 0.19876915 0.01469473]
question 1260	0	0	1	[0.88488334 0.02620215 0.00800737 0.05220259 0.02870461]
question 1261	1	1	1	[0.01390653 0.9724841  0.00783011 0.00297463 0.0028047 ]
question 1262	3	3	1	[0.00120053 0.00319022 0.01939397 0.92924327 0.04697197]
question 1263	3	3	1	[5.2662526e-05 4.1814104e-02 7.3484745e-07 8.0737931e-01 1.5075324e-01]
question 1264	3	3	1	[2.2203326e-03 2.1472098e-02 1.2487037e-02 9.6289062e-01 9.2992588e-04]
question 1265	4	0	0	[0.7150197  0.00184643 0.01137222 0.14168267 0.13007908]
question 1266	4	4	1	[2.5394952e-01 4.9363123e-04 2.0341011e-02 1.5014125e-04 7.2506565e-01]
question 1267	2	2	1	[0.01289304 0.19822681 0.76371485 0.0068514  0.01831391]
question 1268	0	0	1	[0.34498456 0.03639554 0.17326479 0.18936807 0.25598708]
question 1269	3	3	1	[0.01623487 0.0101289  0.01951396 0.9349046  0.01921764]
question 1270	0	0	1	[9.0391767e-01 2.6612243e-04 5.6105535e-02 3.2056436e-02 7.6541882e-03]
question 1271	0	0	1	[0.613599   0.05763758 0.04452579 0.21258608 0.07165166]
question 1272	4	4	1	[6.5117585e-04 1.3475053e-03 1.8841485e-02 1.2155407e-03 9.7794431e-01]
question 1273	1	1	1	[0.00125386 0.98895735 0.00554042 0.00173755 0.00251085]
question 1274	0	0	1	[0.5565519  0.03910888 0.3517318  0.02060931 0.03199814]
question 1275	3	3	1	[1.4864949e-03 6.5849390e-04 1.2930956e-04 9.9759018e-01 1.3557640e-04]
question 1276	4	4	1	[0.00424316 0.00526547 0.00217011 0.05694105 0.9313802 ]
question 1277	2	4	0	[0.08988428 0.15240912 0.09217659 0.04808538 0.61744463]
question 1278	0	4	0	[3.9381266e-02 4.3280277e-01 2.9068935e-04 6.4270236e-03 5.2109832e-01]
question 1279	0	0	1	[0.8933199  0.0565027  0.01831674 0.01187878 0.01998183]
question 1280	4	4	1	[0.00199234 0.00311001 0.0022113  0.00875806 0.9839283 ]
question 1281	3	3	1	[0.00754954 0.0053547  0.31746966 0.66102433 0.00860175]
question 1282	4	4	1	[0.10731257 0.34643543 0.05946817 0.13904259 0.34774128]
question 1283	0	4	0	[0.30920222 0.02551646 0.19333482 0.0195109  0.45243546]
question 1284	0	0	1	[9.9856406e-01 4.8132275e-05 5.4169574e-04 4.8722217e-05 7.9744222e-04]
question 1285	1	3	0	[0.00552621 0.21171747 0.11206277 0.56920266 0.10149094]
question 1286	2	3	0	[0.04021334 0.25289762 0.2100996  0.45289224 0.04389721]
question 1287	0	3	0	[0.02049928 0.04406757 0.42470565 0.43207887 0.07864864]
question 1288	4	4	1	[4.3124365e-04 2.9997199e-04 1.4954481e-03 3.0068031e-01 6.9709307e-01]
question 1289	1	1	1	[4.8304442e-04 9.2601275e-01 5.2499805e-02 7.5308285e-03 1.3473462e-02]
question 1290	0	0	1	[8.1408864e-01 5.1936239e-04 5.9016317e-04 9.1135560e-04 1.8389045e-01]
question 1291	0	0	1	[0.7526     0.01199689 0.01993078 0.0221217  0.19335058]
question 1292	3	3	1	[0.00813323 0.2578373  0.00492297 0.72272646 0.00637998]
question 1293	2	0	0	[0.96492577 0.02028283 0.00990417 0.00227683 0.00261043]
question 1294	3	3	1	[0.03816435 0.01176805 0.07299356 0.8603529  0.01672117]
question 1295	4	4	1	[0.03905468 0.00606298 0.0996407  0.00365497 0.85158664]
question 1296	1	1	1	[0.20081094 0.38072458 0.31655404 0.07146658 0.03044382]
question 1297	3	3	1	[0.04524059 0.01220585 0.01211707 0.9024974  0.02793901]
question 1298	4	4	1	[0.00333189 0.02954287 0.01317039 0.06140834 0.8925465 ]
question 1299	2	2	1	[0.0470256  0.01382937 0.9229416  0.01149755 0.00470588]
question 1300	2	2	1	[8.4033345e-06 6.3185580e-03 9.8775321e-01 5.9152427e-03 4.6389655e-06]
question 1301	0	0	1	[0.76944196 0.07485843 0.00616381 0.01329012 0.13624576]
question 1302	1	1	1	[0.27962613 0.5025678  0.00440598 0.05266914 0.16073096]
question 1303	4	4	1	[2.8224057e-03 1.1193431e-04 7.9803518e-05 1.9962989e-02 9.7702289e-01]
question 1304	0	0	1	[9.6872127e-01 2.9014032e-02 5.6076160e-04 1.3028254e-03 4.0109971e-04]
question 1305	1	1	1	[2.4322692e-04 6.8401027e-01 2.8477049e-01 3.0542791e-02 4.3323473e-04]
question 1306	3	3	1	[0.00601755 0.00108863 0.00109072 0.9895622  0.00224082]
question 1307	4	2	0	[0.0010394  0.00341257 0.99047875 0.00149153 0.0035778 ]
question 1308	4	4	1	[2.8260115e-06 5.5436149e-06 1.2799020e-06 6.7823438e-04 9.9931216e-01]
question 1309	2	2	1	[7.7871378e-03 2.9461604e-05 9.9179500e-01 1.4749287e-04 2.4091000e-04]
question 1310	2	2	1	[0.24771084 0.00495415 0.36329338 0.13107523 0.25296646]
question 1311	3	3	1	[9.9672750e-04 1.0277327e-02 7.4299256e-05 9.8815876e-01 4.9287174e-04]
question 1312	0	0	1	[0.9178401  0.01110932 0.02821446 0.01318389 0.02965227]
question 1313	1	1	1	[0.00384283 0.92908776 0.00238973 0.06215134 0.00252834]
question 1314	3	3	1	[0.00775477 0.00909941 0.05119317 0.9200875  0.01186518]
question 1315	1	1	1	[1.9222657e-01 4.5401916e-01 2.7597935e-05 3.4922898e-01 4.4976841e-03]
question 1316	2	2	1	[1.8985580e-03 4.7959134e-04 9.8921156e-01 2.0321104e-04 8.2070949e-03]
question 1317	4	4	1	[8.09785197e-05 1.53527566e-04 1.02718404e-04 4.35840193e-04 9.99226928e-01]
question 1318	0	0	1	[0.5037387  0.00384921 0.48184118 0.00921522 0.00135569]
question 1319	2	2	1	[5.31890910e-05 1.99038128e-04 8.96123648e-01 1.03227235e-01 3.96963180e-04]
question 1320	2	2	1	[0.04762067 0.06277283 0.7555978  0.0540936  0.07991514]
question 1321	0	0	1	[0.78058875 0.00894547 0.07873968 0.00251599 0.12921007]
question 1322	4	4	1	[3.1250843e-04 1.8483017e-02 1.9770693e-04 2.4095504e-03 9.7859722e-01]
question 1323	3	3	1	[0.00242126 0.38536197 0.00344608 0.6053232  0.00344751]
question 1324	1	1	1	[0.10991038 0.59987074 0.09832145 0.08023082 0.11166658]
question 1325	4	1	0	[0.28859413 0.56768143 0.02551532 0.03188479 0.08632436]
question 1326	2	2	1	[0.31485975 0.08028396 0.5030178  0.04720216 0.05463633]
question 1327	2	2	1	[5.4404013e-06 7.4176605e-06 9.9997771e-01 4.6701471e-06 4.7532189e-06]
question 1328	0	0	1	[0.8261623  0.02241658 0.01300286 0.03077768 0.10764068]
question 1329	3	0	0	[0.65985626 0.08578172 0.11824491 0.07128673 0.06483033]
question 1330	4	1	0	[0.01440827 0.7091407  0.0378715  0.03222764 0.20635182]
question 1331	0	0	1	[0.98440045 0.00375062 0.00196637 0.00578253 0.00409998]
question 1332	2	2	1	[0.00105841 0.00314742 0.9907917  0.00195191 0.00305059]
question 1333	1	1	1	[0.03273713 0.86983925 0.01130579 0.04971397 0.03640392]
question 1334	4	4	1	[1.1143355e-05 6.4390311e-05 5.4167990e-06 1.7677853e-04 9.9974221e-01]
question 1335	0	0	1	[9.8095852e-01 1.7357908e-02 4.8953312e-04 1.1807249e-03 1.3276474e-05]
question 1336	3	3	1	[0.07246535 0.0078914  0.00848058 0.8733559  0.03780675]
question 1337	2	3	0	[0.13059379 0.21250051 0.28700253 0.31720802 0.0526951 ]
question 1338	0	0	1	[8.6179549e-01 2.5737833e-03 7.2264983e-03 5.7074514e-05 1.2834710e-01]
question 1339	1	1	1	[0.00486658 0.9669319  0.01541419 0.00254768 0.01023963]
question 1340	2	2	1	[0.0269955  0.0309475  0.9158286  0.01726064 0.00896773]
question 1341	1	1	1	[0.07339231 0.45865768 0.2690314  0.0452401  0.15367849]
question 1342	0	0	1	[9.8833174e-01 5.5789936e-04 9.5963187e-05 3.9339819e-05 1.0975025e-02]
question 1343	4	4	1	[0.0423741  0.05546522 0.19129434 0.00786532 0.7030011 ]
question 1344	3	0	0	[0.80474776 0.02094079 0.00485575 0.16555135 0.00390435]
question 1345	1	1	1	[7.0777541e-04 9.9914622e-01 4.2602715e-05 2.2173821e-05 8.1208236e-05]
question 1346	2	2	1	[2.4270201e-03 9.4372343e-05 9.9012929e-01 3.3885273e-04 7.0103891e-03]
question 1347	1	1	1	[0.00446293 0.9841801  0.00727126 0.00170945 0.00237623]
question 1348	3	3	1	[0.07042795 0.09978139 0.02020821 0.79864633 0.0109361 ]
question 1349	3	3	1	[0.02235413 0.01189545 0.11092185 0.77506274 0.07976581]
question 1350	2	2	1	[0.12030795 0.03712056 0.6264343  0.18265124 0.03348596]
question 1351	0	0	1	[9.9495256e-01 3.5255780e-05 2.6359104e-03 1.2757368e-03 1.1005534e-03]
question 1352	0	3	0	[0.09907728 0.14159587 0.08742503 0.45661345 0.21528836]
question 1353	0	0	1	[0.94387525 0.01760968 0.02001491 0.00937944 0.0091207 ]
question 1354	0	0	1	[9.7387874e-01 1.8756861e-04 1.7724463e-04 1.7864585e-03 2.3969879e-02]
question 1355	1	1	1	[1.3218441e-02 9.7000015e-01 3.6783761e-04 1.5716789e-02 6.9670437e-04]
question 1356	3	3	1	[1.1061507e-01 3.0806801e-05 7.8092577e-05 8.8919395e-01 8.2032624e-05]
question 1357	4	4	1	[5.7106434e-05 4.2234026e-04 2.2402404e-04 9.1709400e-05 9.9920481e-01]
question 1358	0	0	1	[9.9949527e-01 1.0016794e-04 2.1287087e-04 9.4239433e-05 9.7306423e-05]
question 1359	3	3	1	[1.0971855e-03 9.2320534e-04 4.5723363e-04 9.9589443e-01 1.6278845e-03]
question 1360	3	3	1	[5.5497987e-03 8.2859193e-04 4.0520821e-03 9.8808998e-01 1.4796034e-03]
question 1361	1	1	1	[0.0115132  0.8838579  0.0041419  0.09528396 0.00520293]
question 1362	2	0	0	[0.5149464  0.08606511 0.12790933 0.09734906 0.17373008]
question 1363	3	2	0	[6.7899511e-03 4.4358396e-03 5.6324881e-01 4.2551824e-01 7.1785453e-06]
question 1364	0	0	1	[0.56380755 0.33561757 0.00707668 0.08414279 0.00935549]
question 1365	0	0	1	[9.9976426e-01 4.2247339e-05 5.5995217e-05 2.9330287e-05 1.0825059e-04]
question 1366	1	1	1	[0.00136802 0.9664718  0.00195938 0.02828742 0.00191331]
question 1367	1	1	1	[0.13848954 0.50720453 0.14586873 0.13493007 0.07350713]
question 1368	3	3	1	[8.0428057e-04 9.4043156e-03 1.9406939e-03 8.0712634e-01 1.8072435e-01]
question 1369	4	4	1	[0.005929   0.00378768 0.01339122 0.00306846 0.9738236 ]
question 1370	4	4	1	[1.8135610e-03 7.8748533e-04 1.4401259e-01 1.6099117e-03 8.5177648e-01]
question 1371	0	0	1	[0.5208225  0.12421262 0.09597727 0.15448649 0.10450105]
question 1372	2	2	1	[2.6744031e-03 1.0578750e-03 9.9469477e-01 9.8497979e-04 5.8794039e-04]
question 1373	4	1	0	[0.02884618 0.44507632 0.01294757 0.09371601 0.41941395]
question 1374	0	0	1	[9.9951565e-01 2.9049193e-05 2.7968524e-06 4.4966213e-04 2.8336206e-06]
question 1375	2	2	1	[0.12061728 0.26228368 0.28516108 0.12194496 0.20999292]
question 1376	2	2	1	[0.04073202 0.0212156  0.84507316 0.08453768 0.00844154]
question 1377	1	1	1	[2.19782887e-05 8.90321195e-01 2.23048391e-05 1.09621145e-01 1.34179645e-05]
question 1378	2	3	0	[0.03458514 0.3007694  0.1875096  0.46416637 0.01296949]
question 1379	2	2	1	[0.09139403 0.09683549 0.41382587 0.3681819  0.02976272]
question 1380	3	3	1	[1.0443640e-05 4.0724204e-05 2.6057374e-05 9.9990976e-01 1.3016510e-05]
question 1381	4	1	0	[0.0011893  0.8235231  0.00254035 0.00437121 0.16837604]
question 1382	3	1	0	[0.01496053 0.6805091  0.04424892 0.15769877 0.10258263]
question 1383	2	2	1	[6.3812775e-03 5.5285235e-04 9.9100238e-01 1.5557429e-03 5.0772930e-04]
question 1384	3	3	1	[0.32729822 0.21904953 0.01358734 0.33032557 0.10973936]
question 1385	1	1	1	[2.4532751e-04 9.8554695e-01 6.5952982e-04 1.2988994e-02 5.5925892e-04]
question 1386	4	4	1	[0.00614511 0.00442264 0.00263287 0.00496967 0.98182976]
question 1387	3	3	1	[0.00376842 0.0046027  0.00197305 0.9882996  0.00135625]
question 1388	2	2	1	[0.01004383 0.14500007 0.8301564  0.01152003 0.0032797 ]
question 1389	4	4	1	[1.9778293e-01 6.3340692e-04 5.0278384e-05 2.4625263e-03 7.9907089e-01]
question 1390	1	1	1	[3.0673749e-05 9.9981111e-01 3.6783658e-05 2.1701779e-05 9.9799719e-05]
question 1391	1	2	0	[1.6414787e-03 2.7943820e-02 9.6394736e-01 6.1616214e-04 5.8511598e-03]
question 1392	2	2	1	[0.03841065 0.17688516 0.67596203 0.06043497 0.04830717]
question 1393	1	1	1	[0.00443298 0.6508424  0.00552497 0.00440828 0.33479133]
question 1394	0	0	1	[0.8623025  0.00380881 0.00770245 0.0045396  0.12164658]
question 1395	1	1	1	[0.01192733 0.6787812  0.01613699 0.29223737 0.00091709]
question 1396	3	3	1	[3.6657671e-05 9.7129606e-02 1.4350069e-03 8.9739013e-01 4.0086522e-03]
question 1397	0	0	1	[0.40530255 0.1296163  0.1497484  0.2665221  0.04881056]
question 1398	0	0	1	[0.82501704 0.0014092  0.1574864  0.0009258  0.01516164]
question 1399	3	3	1	[1.3263455e-04 3.7681332e-04 2.4744635e-04 9.9242687e-01 6.8161804e-03]
question 1400	2	2	1	[1.1291774e-02 1.6280751e-03 9.8271692e-01 3.9860522e-03 3.7716661e-04]
question 1401	0	3	0	[9.7431801e-02 1.7855709e-03 8.8300630e-02 8.1171685e-01 7.6518353e-04]
question 1402	1	1	1	[0.02011047 0.93595093 0.00953027 0.0255414  0.00886691]
question 1403	1	2	0	[0.00730997 0.36768788 0.52736485 0.01886142 0.07877589]
question 1404	3	3	1	[0.00965311 0.0129456  0.02579047 0.93442065 0.01719022]
question 1405	1	2	0	[0.00244885 0.20880492 0.49724737 0.06797153 0.22352734]
question 1406	2	2	1	[3.2665077e-04 2.0296748e-05 9.9932408e-01 1.4697337e-04 1.8201428e-04]
question 1407	1	1	1	[0.32352147 0.57457525 0.00249913 0.00385321 0.09555089]
question 1408	1	3	0	[0.00268617 0.24955353 0.26374406 0.4804708  0.00354546]
question 1409	0	1	0	[0.26889002 0.6587803  0.00709583 0.06147814 0.00375574]
question 1410	0	0	1	[0.88009906 0.0025799  0.05546758 0.00613336 0.05572009]
question 1411	4	3	0	[0.09162268 0.08963193 0.05960493 0.56902444 0.190116  ]
question 1412	0	0	1	[0.8803691  0.00210521 0.05974222 0.02332011 0.03446332]
question 1413	1	1	1	[7.3424778e-03 9.5222610e-01 1.2484725e-02 4.6633227e-06 2.7942101e-02]
question 1414	4	4	1	[0.18090418 0.07203231 0.02729395 0.01581584 0.7039537 ]
question 1415	2	2	1	[1.3277609e-03 1.4373189e-03 9.9533457e-01 8.6855894e-04 1.0317629e-03]
question 1416	0	0	1	[9.98075247e-01 1.39450385e-05 4.46835096e-04 4.03858052e-04 1.06016558e-03]
question 1417	3	0	0	[0.29499656 0.11552846 0.02947392 0.2663575  0.2936435 ]
question 1418	3	3	1	[2.4422372e-04 2.3984355e-04 5.9822127e-02 9.3918628e-01 5.0747232e-04]
question 1419	1	1	1	[0.22023837 0.39362624 0.02384439 0.3039501  0.05834089]
question 1420	1	1	1	[0.0326402  0.7501095  0.12909439 0.05049499 0.03766083]
question 1421	2	2	1	[6.4704426e-02 2.7976988e-02 9.0671599e-01 1.6625464e-04 4.3632262e-04]
question 1422	2	2	1	[1.3502747e-01 3.3009359e-01 3.7083665e-01 2.0773341e-07 1.6404225e-01]
question 1423	1	1	1	[0.02067574 0.8695082  0.00141452 0.09644452 0.01195691]
question 1424	4	4	1	[0.10244224 0.02140976 0.03382203 0.02213477 0.8201912 ]
question 1425	1	1	1	[2.3581824e-04 9.6592438e-01 1.7200908e-02 6.1646244e-03 1.0474266e-02]
question 1426	0	0	1	[0.54367536 0.10964961 0.01405242 0.20430647 0.1283162 ]
question 1427	1	1	1	[8.5393513e-06 9.5661801e-01 6.6659573e-05 4.1531682e-02 1.7751625e-03]
question 1428	3	3	1	[0.04429511 0.01504651 0.00346103 0.85440046 0.08279686]
question 1429	1	1	1	[8.9566521e-02 8.4383386e-01 1.5113734e-02 5.0716206e-02 7.6965231e-04]
question 1430	1	0	0	[0.379613   0.10768666 0.10806775 0.3218237  0.08280879]
question 1431	2	2	1	[4.0517431e-03 6.1528983e-05 9.9548388e-01 1.4072686e-04 2.6217950e-04]
question 1432	0	0	1	[8.5262924e-01 7.3156392e-05 5.7818927e-04 2.9293998e-04 1.4642642e-01]
question 1433	4	4	1	[0.13754462 0.00435581 0.00086996 0.02638182 0.8308478 ]
question 1434	4	4	1	[0.21660848 0.00305478 0.27879798 0.0264803  0.47505853]
question 1435	0	0	1	[9.2363417e-01 7.1708651e-05 1.4284066e-06 1.1201257e-02 6.5091498e-02]
question 1436	1	0	0	[0.5971767  0.3543911  0.00937188 0.01418341 0.02487694]
question 1437	0	0	1	[9.4909894e-01 2.4321551e-02 2.3510184e-02 7.8544475e-04 2.2838560e-03]
question 1438	1	2	0	[0.11070079 0.03111148 0.6947191  0.15746263 0.00600594]
question 1439	0	0	1	[0.7002533  0.15304133 0.10287666 0.03032791 0.01350076]
