question	gold	predicted	correct	predicted probabilities
question 1218	3	4	0	[0.22095548 0.15807155 0.16393536 0.14444888 0.31258875]
question 1219	1	1	1	[0.01794685 0.7381208  0.18845053 0.04608739 0.00939433]
question 1220	4	3	0	[0.03424729 0.353995   0.14887497 0.37986708 0.08301568]
question 1221	3	3	1	[0.08514009 0.1784638  0.07368626 0.6178605  0.04484938]
question 1222	0	0	1	[0.93751293 0.04948696 0.00185673 0.00246467 0.00867868]
question 1223	0	1	0	[0.20489326 0.34219867 0.26334214 0.12132889 0.06823711]
question 1224	1	0	0	[5.2433646e-01 2.6758220e-02 2.2783520e-04 9.3592778e-03 4.3931824e-01]
question 1225	2	3	0	[0.11146884 0.2022151  0.1892402  0.2843418  0.21273406]
question 1226	1	1	1	[0.01531975 0.9752493  0.00326219 0.00167007 0.00449869]
question 1227	4	4	1	[0.00695835 0.00109134 0.00517094 0.01885424 0.9679251 ]
question 1228	4	3	0	[1.4891320e-01 1.2898884e-05 2.1232529e-02 4.5293882e-01 3.7690261e-01]
question 1229	4	4	1	[0.11002629 0.07658521 0.0429557  0.04401917 0.72641355]
question 1230	4	0	0	[0.4727894  0.0049066  0.07839265 0.3415015  0.10240985]
question 1231	1	4	0	[0.00862174 0.19761947 0.13288535 0.02938925 0.63148415]
question 1232	0	1	0	[0.21513087 0.38102147 0.04602932 0.28600624 0.07181205]
question 1233	1	3	0	[0.04982902 0.18175216 0.3102894  0.34458107 0.11354831]
question 1234	1	1	1	[0.20826818 0.32075414 0.14650716 0.15265538 0.17181519]
question 1235	1	0	0	[4.9140203e-01 4.6377581e-01 7.1918149e-03 8.0958402e-05 3.7549332e-02]
question 1236	0	0	1	[0.57891095 0.00180303 0.14866202 0.25213733 0.01848667]
question 1237	2	2	1	[0.01462549 0.0146186  0.77883345 0.1550682  0.03685433]
question 1238	2	2	1	[0.0582009  0.23065275 0.43827024 0.02534607 0.24753007]
question 1239	4	1	0	[0.07718043 0.5761414  0.30040923 0.00680652 0.03946235]
question 1240	1	1	1	[0.00775152 0.91901386 0.06040357 0.00334424 0.00948683]
question 1241	3	3	1	[1.1223409e-04 5.9168369e-02 1.0850406e-02 9.2939186e-01 4.7717980e-04]
question 1242	3	1	0	[0.04393514 0.5779559  0.0523389  0.2741352  0.05163483]
question 1243	0	0	1	[8.9273459e-01 7.2838162e-04 1.0379780e-01 2.4315072e-03 3.0772050e-04]
question 1244	3	3	1	[0.07634511 0.00759986 0.01349985 0.9002849  0.00227026]
question 1245	1	3	0	[0.02249152 0.24448657 0.19565234 0.46007478 0.07729486]
question 1246	0	0	1	[0.7130691  0.01149112 0.16741283 0.09972364 0.00830328]
question 1247	2	0	0	[0.6111419  0.0947937  0.13871711 0.1387845  0.0165627 ]
question 1248	4	4	1	[0.10040096 0.0577083  0.09247016 0.05385329 0.69556725]
question 1249	1	1	1	[1.0677737e-03 8.5501528e-01 7.2323979e-04 1.0273367e-02 1.3292034e-01]
question 1250	4	4	1	[0.02169443 0.06122769 0.01328576 0.02518214 0.87861   ]
question 1251	4	4	1	[0.00531013 0.06752253 0.06712395 0.00788904 0.85215443]
question 1252	3	1	0	[0.01455591 0.44201237 0.03231267 0.24202625 0.26909283]
question 1253	1	0	0	[0.426231   0.16482405 0.04603892 0.2770394  0.08586658]
question 1254	3	3	1	[0.02411268 0.02119535 0.00296048 0.93282306 0.01890846]
question 1255	0	2	0	[0.20166333 0.04999017 0.7074183  0.00515967 0.03576848]
question 1256	0	0	1	[0.9764806  0.00243128 0.00401361 0.00634856 0.01072591]
question 1257	1	4	0	[0.01567383 0.14340575 0.0760925  0.01084716 0.75398076]
question 1258	2	1	0	[0.04409599 0.7369352  0.18745485 0.00723733 0.02427656]
question 1259	1	3	0	[0.02919613 0.22525193 0.00390782 0.7322131  0.00943109]
question 1260	0	2	0	[0.26909852 0.02092367 0.37313575 0.30385426 0.03298785]
question 1261	1	1	1	[0.01055963 0.6839865  0.2648355  0.01693763 0.02368082]
question 1262	3	3	1	[0.00942905 0.01286676 0.04590795 0.9024549  0.02934134]
question 1263	3	3	1	[2.1447038e-05 2.0366345e-02 6.8701806e-06 9.1089493e-01 6.8710461e-02]
question 1264	3	3	1	[0.00947779 0.04374978 0.01949555 0.91095704 0.01631975]
question 1265	4	4	1	[6.66561946e-02 1.32539397e-04 2.19318084e-04 1.16134115e-01 8.16857815e-01]
question 1266	4	4	1	[8.8402115e-02 7.6132252e-05 1.2024679e-02 1.0262155e-03 8.9847082e-01]
question 1267	2	2	1	[0.0392692  0.13273196 0.77316946 0.01752933 0.03730007]
question 1268	0	4	0	[0.15245703 0.1807796  0.07024281 0.24392083 0.3525997 ]
question 1269	3	3	1	[0.0673346  0.25117818 0.18943295 0.4499496  0.04210466]
question 1270	0	0	1	[0.5743832  0.00278388 0.1988727  0.06368009 0.16028023]
question 1271	0	0	1	[0.55669355 0.07041737 0.06106088 0.15482385 0.15700437]
question 1272	4	4	1	[2.0258044e-04 1.9604720e-04 9.8123588e-03 1.5024645e-03 9.8828655e-01]
question 1273	1	1	1	[0.0232604  0.8506847  0.01592536 0.01707532 0.09305419]
question 1274	0	0	1	[0.5975401  0.10585534 0.19316107 0.0575906  0.04585289]
question 1275	3	3	1	[0.02526363 0.06716459 0.00395957 0.8974942  0.00611801]
question 1276	4	4	1	[0.0041725  0.00315288 0.00131647 0.01289199 0.9784662 ]
question 1277	2	4	0	[0.04831272 0.06541301 0.22449923 0.14525816 0.5165169 ]
question 1278	0	0	1	[7.8728658e-01 7.1911044e-02 1.7017571e-04 6.2238093e-02 7.8394122e-02]
question 1279	0	0	1	[0.56511116 0.07053844 0.03261201 0.15573262 0.17600584]
question 1280	4	4	1	[0.00274061 0.00471097 0.00107886 0.00794085 0.98352873]
question 1281	3	2	0	[0.00345805 0.00278478 0.5288877  0.4598065  0.00506296]
question 1282	4	4	1	[0.01062356 0.01579131 0.01223014 0.26777896 0.693576  ]
question 1283	0	0	1	[0.6061783  0.00258245 0.17366181 0.00263588 0.21494155]
question 1284	0	0	1	[9.4804722e-01 6.4002426e-04 2.4416408e-02 8.2219113e-04 2.6074177e-02]
question 1285	1	3	0	[0.00200359 0.0440735  0.09869453 0.6810636  0.17416477]
question 1286	2	2	1	[0.07213527 0.2821844  0.33500096 0.25379372 0.05688567]
question 1287	0	3	0	[0.03763904 0.03323346 0.28417653 0.5042008  0.1407502 ]
question 1288	4	4	1	[0.00239011 0.00164798 0.013845   0.16945171 0.81266516]
question 1289	1	1	1	[0.00321801 0.9114572  0.07265414 0.00284524 0.00982554]
question 1290	0	0	1	[8.3846831e-01 1.1705903e-04 3.0581688e-04 8.4841980e-05 1.6102402e-01]
question 1291	0	0	1	[0.7348941  0.03809724 0.04817847 0.097441   0.08138922]
question 1292	3	3	1	[0.01063626 0.02162203 0.0059603  0.95428914 0.00749223]
question 1293	2	0	0	[0.9264335  0.02163468 0.00513012 0.00276652 0.04403522]
question 1294	3	3	1	[0.08728532 0.01294095 0.12150575 0.70428395 0.07398403]
question 1295	4	4	1	[4.2950804e-03 7.9649768e-04 8.3781004e-02 1.7018060e-03 9.0942562e-01]
question 1296	1	1	1	[0.07849471 0.36313185 0.13318594 0.18350083 0.24168672]
question 1297	3	0	0	[0.60331666 0.03106607 0.06585282 0.22688188 0.07288253]
question 1298	4	4	1	[0.00629102 0.03204884 0.00257804 0.00114657 0.9579355 ]
question 1299	2	2	1	[0.02495512 0.03709227 0.9106466  0.01082056 0.01648546]
question 1300	2	2	1	[2.4349098e-04 6.6614491e-03 9.7948438e-01 1.3157218e-02 4.5356614e-04]
question 1301	0	0	1	[0.94877046 0.01999613 0.00180008 0.01179289 0.01764045]
question 1302	1	1	1	[0.18582103 0.6612503  0.01672521 0.06068681 0.07551666]
question 1303	4	4	1	[4.3217593e-04 7.4489581e-05 1.9677078e-04 3.5331855e-03 9.9576330e-01]
question 1304	0	1	0	[0.40386012 0.583027   0.00378939 0.00403052 0.00529301]
question 1305	1	2	0	[0.00157585 0.10963216 0.8489235  0.03847722 0.00139132]
question 1306	3	3	1	[0.00656939 0.0022333  0.00420306 0.9824652  0.00452911]
question 1307	4	2	0	[0.12590982 0.00770925 0.85791904 0.00324211 0.00521971]
question 1308	4	4	1	[2.4132098e-06 1.0293392e-05 7.0888623e-06 1.8008683e-05 9.9996221e-01]
question 1309	2	2	1	[0.07466248 0.0065786  0.62276435 0.01305734 0.2829372 ]
question 1310	2	4	0	[0.03179324 0.01550679 0.24388687 0.07075447 0.63805866]
question 1311	3	3	1	[0.00578165 0.044096   0.03272643 0.8044777  0.11291833]
question 1312	0	0	1	[0.94090825 0.00937524 0.02407931 0.01327325 0.01236407]
question 1313	1	1	1	[0.04076874 0.5555558  0.02792551 0.17495419 0.20079571]
question 1314	3	3	1	[0.08951392 0.03680934 0.02086785 0.5559398  0.29686913]
question 1315	1	3	0	[2.9939789e-02 4.6945998e-01 5.9885453e-05 5.0048250e-01 5.7795238e-05]
question 1316	2	2	1	[0.01675778 0.004163   0.9630757  0.00271783 0.01328562]
question 1317	4	4	1	[9.1019884e-04 1.6403280e-03 3.8616420e-03 4.5790485e-04 9.9312991e-01]
question 1318	0	2	0	[0.16181432 0.00974893 0.771531   0.0320488  0.02485702]
question 1319	2	2	1	[0.00333791 0.00272979 0.7935791  0.18850264 0.01185059]
question 1320	2	2	1	[0.16759306 0.09354474 0.34138116 0.2046729  0.19280812]
question 1321	0	0	1	[0.566593   0.07387283 0.2201258  0.05831356 0.08109479]
question 1322	4	4	1	[5.5435645e-05 3.9896122e-03 1.5835458e-04 3.7376460e-04 9.9542278e-01]
question 1323	3	1	0	[0.00123005 0.9602794  0.00130472 0.0360616  0.00112424]
question 1324	1	1	1	[0.10635372 0.4880086  0.16285564 0.07728383 0.16549818]
question 1325	4	1	0	[0.20216514 0.46668622 0.00763709 0.04567356 0.277838  ]
question 1326	2	2	1	[0.10797426 0.04166354 0.6940329  0.08108664 0.07524265]
question 1327	2	2	1	[0.00151331 0.00248584 0.99245524 0.00254363 0.001002  ]
question 1328	0	0	1	[0.44526786 0.15272532 0.07964481 0.04223998 0.2801221 ]
question 1329	3	3	1	[0.18911198 0.12592062 0.19875702 0.3925217  0.09368871]
question 1330	4	4	1	[0.08553942 0.13840428 0.25391445 0.10703729 0.41510457]
question 1331	0	0	1	[0.9736588  0.00816568 0.00583611 0.00747116 0.00486818]
question 1332	2	2	1	[0.00130426 0.0038084  0.988801   0.00205672 0.0040297 ]
question 1333	1	2	0	[0.08659171 0.2439628  0.35830805 0.25561047 0.05552699]
question 1334	4	4	1	[4.4182327e-04 3.7641355e-04 5.1758892e-04 4.2618767e-04 9.9823797e-01]
question 1335	0	0	1	[0.85663205 0.03195022 0.06451404 0.04526598 0.0016377 ]
question 1336	3	3	1	[0.21670006 0.06473435 0.00800642 0.55061626 0.15994292]
question 1337	2	0	0	[0.35097262 0.2234295  0.15924978 0.14614229 0.12020574]
question 1338	0	4	0	[0.4516573  0.02961628 0.00364845 0.00159703 0.51348096]
question 1339	1	1	1	[0.05333977 0.63572174 0.1893011  0.03748329 0.08415411]
question 1340	2	2	1	[0.0040242  0.02755302 0.9426832  0.01309311 0.01264641]
question 1341	1	4	0	[0.07146379 0.2978555  0.12547475 0.12688966 0.37831628]
question 1342	0	0	1	[0.98043835 0.00305977 0.00244054 0.00157353 0.01248793]
question 1343	4	4	1	[0.06836274 0.06698459 0.12377209 0.0477981  0.6930824 ]
question 1344	3	0	0	[0.8488541  0.01029264 0.00343915 0.1332324  0.0041817 ]
question 1345	1	1	1	[9.2634460e-04 9.9870634e-01 1.0577997e-04 1.2685439e-04 1.3464539e-04]
question 1346	2	2	1	[0.02851655 0.03130479 0.60626125 0.05019383 0.28372356]
question 1347	1	1	1	[0.01578062 0.94899553 0.0133537  0.01102131 0.01084889]
question 1348	3	3	1	[0.00452117 0.00429823 0.00439189 0.98103136 0.00575735]
question 1349	3	3	1	[0.00451036 0.00570759 0.00442702 0.98051363 0.00484129]
question 1350	2	2	1	[0.08806289 0.04206865 0.59922236 0.21790874 0.05273734]
question 1351	0	0	1	[0.7868073  0.00255937 0.12935339 0.02809791 0.05318213]
question 1352	0	4	0	[0.15805489 0.05131547 0.0108107  0.2547092  0.5251097 ]
question 1353	0	0	1	[0.8755235  0.01420422 0.01446247 0.03566758 0.06014231]
question 1354	0	0	1	[0.8018636  0.00096513 0.0011397  0.00872113 0.18731043]
question 1355	1	1	1	[0.09364901 0.7346299  0.00819474 0.1542304  0.00929586]
question 1356	3	3	1	[3.0858900e-02 1.0833002e-04 1.1769918e-04 9.6868438e-01 2.3066919e-04]
question 1357	4	4	1	[0.05300666 0.05594922 0.02685639 0.03095565 0.83323205]
question 1358	0	0	1	[9.9635661e-01 3.7520623e-04 9.4824302e-04 2.0862285e-03 2.3373295e-04]
question 1359	3	3	1	[0.00114372 0.00325989 0.00301563 0.99132663 0.00125416]
question 1360	3	3	1	[0.01374983 0.0225823  0.03248023 0.9156213  0.01556645]
question 1361	1	3	0	[0.01602856 0.0810051  0.05461499 0.8291998  0.01915152]
question 1362	2	0	0	[0.85072803 0.10304601 0.01834708 0.01188024 0.01599858]
question 1363	3	2	0	[0.23266707 0.00699036 0.7430794  0.01462597 0.00263717]
question 1364	0	0	1	[0.4606351  0.33869705 0.00943367 0.18202385 0.00921044]
question 1365	0	0	1	[9.1173673e-01 1.2955629e-02 3.1628743e-02 8.7467261e-04 4.2804126e-02]
question 1366	1	1	1	[0.03574601 0.80784374 0.04031092 0.04025749 0.07584188]
question 1367	1	1	1	[0.07304765 0.6270003  0.07874518 0.07766899 0.14353788]
question 1368	3	3	1	[1.5677679e-05 1.1368977e-04 2.0037125e-05 9.9721515e-01 2.6353947e-03]
question 1369	4	4	1	[0.13288045 0.04093015 0.12528266 0.02267092 0.6782358 ]
question 1370	4	4	1	[7.0122135e-04 7.8609725e-04 4.7105603e-02 1.6826530e-03 9.4972444e-01]
question 1371	0	3	0	[0.18457772 0.04289545 0.04676357 0.62968457 0.09607871]
question 1372	2	2	1	[0.02477703 0.02068242 0.900243   0.02760655 0.02669113]
question 1373	4	3	0	[0.25574398 0.26813874 0.01088381 0.4189037  0.0463297 ]
question 1374	0	0	1	[9.8465216e-01 1.4991616e-03 3.2656098e-04 1.3438771e-02 8.3309940e-05]
question 1375	2	2	1	[0.19288684 0.25681916 0.2995253  0.03426354 0.21650514]
question 1376	2	2	1	[0.16673766 0.09100036 0.3740916  0.31613797 0.0520324 ]
question 1377	1	3	0	[1.4090883e-04 2.5580415e-01 1.0219076e-04 7.4374795e-01 2.0483820e-04]
question 1378	2	2	1	[0.12383193 0.14934292 0.48023623 0.21808273 0.02850631]
question 1379	2	2	1	[0.05908436 0.2852805  0.37551367 0.25622246 0.02389907]
question 1380	3	3	1	[5.0709606e-04 2.4433905e-04 2.8071888e-03 9.9623626e-01 2.0526942e-04]
question 1381	4	1	0	[0.01623473 0.8679583  0.01410101 0.03696233 0.06474355]
question 1382	3	1	0	[0.01483895 0.86235833 0.01757928 0.02322277 0.0820007 ]
question 1383	2	2	1	[0.01987094 0.01825075 0.94051766 0.01070969 0.01065091]
question 1384	3	3	1	[0.10465325 0.03767086 0.01358026 0.8356208  0.0084748 ]
question 1385	1	1	1	[7.3653902e-04 9.5101732e-01 7.4030203e-03 3.9808877e-02 1.0343145e-03]
question 1386	4	4	1	[0.0066903  0.10933748 0.12065338 0.2653499  0.49796897]
question 1387	3	3	1	[0.00312125 0.00785491 0.00773326 0.9708811  0.01040947]
question 1388	2	1	0	[0.03783698 0.838589   0.10327791 0.01415628 0.00613991]
question 1389	4	4	1	[5.9991926e-02 6.6305469e-03 9.0135582e-04 1.7984878e-02 9.1449124e-01]
question 1390	1	1	1	[4.0211467e-04 9.9643111e-01 1.5509609e-03 4.6165570e-04 1.1540557e-03]
question 1391	1	2	0	[9.6849180e-05 4.4751138e-04 9.9901497e-01 1.3328395e-05 4.2731391e-04]
question 1392	2	2	1	[0.03663249 0.01209127 0.82104886 0.08273649 0.04749081]
question 1393	1	1	1	[0.01675056 0.80359536 0.00728954 0.00929426 0.16307022]
question 1394	0	4	0	[0.3408786  0.02520057 0.04627676 0.03470457 0.5529395 ]
question 1395	1	1	1	[0.03611945 0.80657923 0.11902104 0.02768647 0.01059383]
question 1396	3	3	1	[0.0173875  0.3482359  0.06120453 0.50984436 0.06332768]
question 1397	0	3	0	[0.09617657 0.06128228 0.16196896 0.62040347 0.06016874]
question 1398	0	0	1	[0.69080627 0.0035049  0.06124805 0.08861955 0.15582119]
question 1399	3	3	1	[2.1555104e-04 1.2915173e-04 1.4452462e-04 9.9827290e-01 1.2379100e-03]
question 1400	2	2	1	[1.16060432e-02 5.09852485e-04 9.73646164e-01 1.39133185e-02 3.24747118e-04]
question 1401	0	3	0	[0.09778516 0.00778377 0.04709161 0.8420029  0.00533648]
question 1402	1	1	1	[0.04798581 0.72342217 0.06102324 0.10537503 0.06219379]
question 1403	1	1	1	[0.00363907 0.609132   0.2300644  0.00421438 0.15295017]
question 1404	3	3	1	[0.03226815 0.05624447 0.01285091 0.85878277 0.03985376]
question 1405	1	3	0	[0.01529413 0.17260273 0.11266924 0.46624422 0.23318975]
question 1406	2	2	1	[1.0752049e-03 4.7436016e-04 9.9754709e-01 3.7885783e-04 5.2439375e-04]
question 1407	1	1	1	[4.9683753e-02 9.1174132e-01 2.8789770e-03 5.7074247e-04 3.5125151e-02]
question 1408	1	3	0	[4.8406880e-02 1.9188035e-01 1.4217313e-01 6.1709559e-01 4.4405527e-04]
question 1409	0	1	0	[0.1368526  0.71341527 0.01730064 0.1210639  0.01136756]
question 1410	0	4	0	[0.25807467 0.03075408 0.16823187 0.04075757 0.5021818 ]
question 1411	4	3	0	[0.14183451 0.03592531 0.11930053 0.537908   0.1650316 ]
question 1412	0	3	0	[0.2887481  0.0199778  0.09166553 0.34824845 0.2513601 ]
question 1413	1	1	1	[5.5082813e-03 9.3778449e-01 2.6867986e-02 5.8877410e-04 2.9250501e-02]
question 1414	4	4	1	[0.2415509  0.07415505 0.02059767 0.04633949 0.61735684]
question 1415	2	2	1	[0.06457865 0.0133902  0.58355194 0.01084736 0.32763177]
question 1416	0	0	1	[9.5913315e-01 8.9758338e-04 1.0185236e-02 1.8518945e-02 1.1265161e-02]
question 1417	3	2	0	[0.07289559 0.06941951 0.460162   0.29447988 0.103043  ]
question 1418	3	3	1	[0.00541448 0.01034395 0.0131055  0.9642518  0.00688427]
question 1419	1	0	0	[0.32941726 0.21715958 0.14051546 0.2989707  0.01393694]
question 1420	1	1	1	[0.06159341 0.9003351  0.01494834 0.01349348 0.00962985]
question 1421	2	2	1	[0.00959234 0.01287175 0.9745146  0.00135237 0.00166892]
question 1422	2	2	1	[0.23075253 0.28003243 0.35672262 0.00039626 0.13209623]
question 1423	1	1	1	[5.3205027e-04 9.9768424e-01 3.2492421e-04 6.3814770e-04 8.2047103e-04]
question 1424	4	4	1	[0.03541094 0.01135422 0.01611268 0.00945931 0.9276628 ]
question 1425	1	1	1	[3.4997493e-04 7.1022767e-01 8.7924317e-02 7.2220206e-02 1.2927771e-01]
question 1426	0	0	1	[0.38804385 0.07252757 0.18856406 0.27038488 0.08047955]
question 1427	1	1	1	[0.00342135 0.8435086  0.01902063 0.09191269 0.04213663]
question 1428	3	3	1	[0.06208083 0.0199607  0.01103115 0.85338664 0.05354068]
question 1429	1	1	1	[0.06851503 0.9039375  0.00992474 0.01275972 0.00486294]
question 1430	1	3	0	[0.22497438 0.15342326 0.12031347 0.40991607 0.09137283]
question 1431	2	2	1	[0.36494076 0.007351   0.55921036 0.04127812 0.02721977]
question 1432	0	0	1	[0.8750642  0.04503549 0.02009533 0.01726397 0.0425409 ]
question 1433	4	0	0	[0.7424752  0.00729231 0.00630062 0.14136331 0.10256851]
question 1434	4	2	0	[0.06204421 0.04415188 0.58705354 0.09618531 0.21056497]
question 1435	0	0	1	[5.2878571e-01 1.5016401e-02 7.8827994e-05 9.1406152e-02 3.6471289e-01]
question 1436	1	0	0	[0.63076705 0.26803443 0.03515263 0.03311803 0.03292784]
question 1437	0	0	1	[0.7114608  0.10892876 0.16838565 0.00271368 0.00851102]
question 1438	1	2	0	[0.10056513 0.07931659 0.6082304  0.186225   0.02566291]
question 1439	0	1	0	[0.02978901 0.7404201  0.18366347 0.036031   0.01009642]
question 1440	2	2	1	[0.15514186 0.15970628 0.29126924 0.23404643 0.15983626]
question 1441	1	1	1	[0.23914298 0.74052346 0.00358708 0.0038438  0.01290269]
question 1442	1	2	0	[0.02839695 0.14387006 0.7825767  0.01331474 0.03184153]
question 1443	3	3	1	[0.0056245  0.00142154 0.00531551 0.9857814  0.00185708]
question 1444	1	1	1	[1.0093520e-03 9.9207813e-01 2.7111650e-03 8.3863398e-04 3.3626494e-03]
question 1445	1	1	1	[9.4041746e-04 9.5224780e-01 8.4290328e-03 2.1127064e-03 3.6270108e-02]
question 1446	3	3	1	[0.06548986 0.00141841 0.00380363 0.9261457  0.00314231]
question 1447	2	0	0	[0.4430603  0.07403805 0.34347555 0.10126434 0.03816174]
question 1448	1	1	1	[2.0978564e-01 3.3431333e-01 2.4310610e-01 1.3366646e-05 2.1278152e-01]
question 1449	4	2	0	[0.00869063 0.01361688 0.56981635 0.02213442 0.3857417 ]
question 1450	0	0	1	[9.7693652e-01 8.4144296e-03 1.1626904e-02 9.5085631e-04 2.0712349e-03]
question 1451	3	1	0	[0.06472407 0.4793822  0.14770995 0.29435793 0.01382588]
question 1452	3	3	1	[3.5054193e-04 3.4688679e-03 2.8273332e-01 4.9078837e-01 2.2265893e-01]
question 1453	3	3	1	[0.0043541  0.00647769 0.45842114 0.5244129  0.00633428]
question 1454	1	4	0	[0.24193504 0.10248859 0.22385438 0.13757502 0.29414696]
question 1455	1	1	1	[0.08870947 0.8116695  0.02481579 0.0420343  0.03277083]
question 1456	2	2	1	[0.00654538 0.2166078  0.6043766  0.15516701 0.01730324]
question 1457	0	0	1	[9.6674258e-01 5.9924164e-04 3.9407089e-03 2.3989791e-02 4.7277231e-03]
question 1458	1	1	1	[0.1174179  0.43838462 0.19522174 0.13175447 0.11722138]
question 1459	4	4	1	[0.04667505 0.00568353 0.12853225 0.03818354 0.78092563]
question 1460	4	4	1	[0.06323793 0.17801881 0.06237826 0.09979547 0.59656954]
question 1461	2	2	1	[0.03680623 0.32429323 0.58121365 0.01639751 0.0412894 ]
question 1462	4	4	1	[0.21707772 0.18133502 0.11925038 0.08863991 0.393697  ]
question 1463	4	4	1	[0.10466894 0.01630784 0.23956338 0.14002757 0.49943227]
question 1464	1	1	1	[0.02223267 0.9365113  0.01259806 0.01861707 0.01004084]
question 1465	4	4	1	[0.10487631 0.18191221 0.12675771 0.021263   0.56519073]
question 1466	2	2	1	[0.22513622 0.23231667 0.5079618  0.01889753 0.01568779]
question 1467	4	2	0	[0.03596609 0.12060843 0.49159446 0.2633253  0.08850583]
question 1468	2	2	1	[0.3505921  0.11765878 0.37337893 0.04646501 0.11190527]
question 1469	1	1	1	[0.09824175 0.5430766  0.10099649 0.19979163 0.05789361]
question 1470	0	0	1	[0.48890275 0.0892057  0.28415897 0.07863113 0.05910152]
question 1471	2	2	1	[2.5659394e-03 6.3157262e-04 8.7031573e-01 1.0266268e-03 1.2546018e-01]
question 1472	3	3	1	[9.9474064e-06 2.0655212e-03 1.0452109e-05 9.5605332e-01 4.1860607e-02]
question 1473	2	2	1	[0.00066497 0.458469   0.5374083  0.0010663  0.00239147]
question 1474	0	0	1	[0.9377566  0.02555942 0.01050163 0.01438799 0.01179428]
question 1475	4	4	1	[6.0862627e-02 2.5073494e-04 1.5385209e-02 5.4974258e-03 9.1800404e-01]
question 1476	2	2	1	[0.08272064 0.07450227 0.7539806  0.04218306 0.04661335]
question 1477	2	2	1	[0.13939753 0.25314626 0.30338666 0.2527235  0.05134602]
question 1478	2	2	1	[0.12119021 0.11791362 0.45442104 0.24593009 0.06054512]
question 1479	4	3	0	[0.01994949 0.04912729 0.07732709 0.5824061  0.27119005]
question 1480	0	0	1	[0.8540646  0.01823793 0.07354373 0.05313874 0.00101497]
question 1481	0	1	0	[0.26123857 0.6309579  0.04436738 0.04972582 0.01371038]
question 1482	1	1	1	[0.00244981 0.99003613 0.00203247 0.00338257 0.00209907]
question 1483	2	2	1	[0.04444483 0.05244215 0.87343174 0.02273638 0.00694484]
question 1484	3	1	0	[0.06362978 0.39310038 0.11868349 0.30253828 0.12204818]
question 1485	2	4	0	[0.1527215  0.09040324 0.08330442 0.0328838  0.64068705]
question 1486	2	3	0	[2.2880989e-01 1.9616578e-04 2.2703877e-03 7.6717067e-01 1.5528458e-03]
question 1487	3	3	1	[0.02379897 0.01930891 0.13269481 0.731855   0.09234228]
question 1488	1	1	1	[0.15928975 0.60450256 0.17630868 0.01758268 0.04231635]
question 1489	4	0	0	[0.81690407 0.0013882  0.0310499  0.00509977 0.14555807]
question 1490	4	4	1	[0.00374664 0.00144633 0.0021465  0.00415164 0.9885089 ]
question 1491	1	1	1	[9.0522291e-05 9.9975508e-01 6.0278420e-05 5.1773943e-05 4.2259962e-05]
question 1492	1	1	1	[1.6121057e-06 9.9992895e-01 6.2588715e-06 2.9906343e-05 3.3284348e-05]
question 1493	4	4	1	[0.3016114  0.02781636 0.0415049  0.03901177 0.5900556 ]
question 1494	4	4	1	[0.00789829 0.00642958 0.00143085 0.00100888 0.9832323 ]
question 1495	1	1	1	[0.08323865 0.8665845  0.02642435 0.00818332 0.01556921]
question 1496	4	4	1	[0.08913031 0.32011878 0.11783394 0.13554095 0.33737603]
question 1497	3	3	1	[0.00895476 0.00252194 0.00336067 0.97524035 0.0099222 ]
question 1498	3	4	0	[0.00745847 0.03886054 0.0182185  0.00999266 0.92546976]
question 1499	2	2	1	[0.00604804 0.00743159 0.96728534 0.01623964 0.00299539]
question 1500	0	0	1	[0.645484   0.0433142  0.214502   0.02104298 0.07565685]
question 1501	1	1	1	[0.06968853 0.90581197 0.00851869 0.00636774 0.00961312]
question 1502	3	3	1	[0.26513204 0.00385779 0.00380636 0.7210607  0.00614319]
question 1503	4	3	0	[0.11993438 0.10258371 0.12264571 0.6308056  0.02403054]
question 1504	0	1	0	[0.03071354 0.92139906 0.01657551 0.0208145  0.01049742]
question 1505	1	1	1	[0.07575766 0.7369465  0.03578779 0.07259465 0.07891332]
question 1506	3	4	0	[0.04220969 0.17309423 0.02688757 0.3300173  0.42779115]
question 1507	4	4	1	[9.1356793e-07 1.7569107e-06 1.9581187e-04 7.1822644e-05 9.9972969e-01]
question 1508	0	0	1	[9.5051032e-01 1.0868381e-03 8.6097966e-04 5.3723785e-04 4.7004573e-02]
question 1509	4	4	1	[0.03764417 0.01818582 0.06664992 0.09640866 0.7811114 ]
question 1510	0	3	0	[0.04727174 0.26428607 0.01274665 0.48628834 0.18940726]
question 1511	2	3	0	[0.02118827 0.00652905 0.13985956 0.8104036  0.02201962]
question 1512	1	1	1	[1.0030620e-04 9.8373622e-01 1.5507906e-03 1.1227791e-02 3.3849261e-03]
question 1513	3	0	0	[0.5361498  0.02502093 0.01247184 0.40954602 0.01681139]
question 1514	2	2	1	[0.00626846 0.29206264 0.4896455  0.18043616 0.03158724]
question 1515	0	0	1	[0.53614163 0.02073798 0.08207428 0.04582591 0.31522018]
question 1516	1	1	1	[6.5420812e-04 9.2877197e-01 1.8662906e-03 6.0396742e-02 8.3107380e-03]
question 1517	0	3	0	[2.9069015e-01 6.2437711e-04 9.4052224e-04 6.2506229e-01 8.2682662e-02]
question 1518	2	2	1	[0.03522924 0.00591293 0.91854787 0.02198992 0.01832006]
question 1519	3	3	1	[0.00176869 0.01701586 0.00415835 0.9757436  0.00131357]
