question	gold	predicted	correct	predicted probabilities
question 1278	0	0	1	[0.40083095 0.2403602  0.00531968 0.11538348 0.23810562]
question 1279	0	0	1	[0.6279622  0.05386876 0.03351039 0.11926809 0.16539061]
question 1280	4	4	1	[0.00661103 0.00912823 0.02755517 0.01265207 0.9440535 ]
question 1281	3	2	0	[0.02754168 0.04551109 0.4749978  0.43070987 0.02123964]
question 1282	4	3	0	[0.09780098 0.12152843 0.13611911 0.46214947 0.18240204]
question 1283	0	0	1	[0.5136625  0.05513678 0.15109439 0.0470476  0.23305878]
question 1284	0	0	1	[9.9941158e-01 1.1624053e-04 1.3085551e-04 5.7854188e-05 2.8344311e-04]
question 1285	1	3	0	[0.0116187  0.29641703 0.19561073 0.37473637 0.12161719]
question 1286	2	3	0	[0.089996   0.22531025 0.20807981 0.31071576 0.16589813]
question 1287	0	3	0	[0.12634213 0.14776076 0.22131924 0.30792546 0.19665241]
question 1288	4	4	1	[0.00339181 0.00414671 0.01001043 0.3371164  0.64533466]
question 1289	1	1	1	[0.00235752 0.8882158  0.08129925 0.01728717 0.01084039]
question 1290	0	0	1	[0.8089874  0.00331786 0.00507027 0.02748395 0.15514053]
question 1291	0	0	1	[0.6127671  0.05146036 0.07457662 0.09712356 0.16407236]
question 1292	3	3	1	[0.01664646 0.09765618 0.02323517 0.82999116 0.03247104]
question 1293	2	0	0	[0.523906   0.28994262 0.06537652 0.04186178 0.07891309]
question 1294	3	3	1	[0.07836761 0.01697765 0.15138897 0.7233043  0.02996148]
question 1295	4	4	1	[0.01444777 0.00140008 0.03143579 0.00140336 0.951313  ]
question 1296	1	4	0	[0.09646533 0.2040112  0.1984367  0.09109186 0.40999493]
question 1297	3	3	1	[0.04761444 0.06317552 0.05763301 0.75312287 0.07845417]
question 1298	4	4	1	[0.00186716 0.01272416 0.02056981 0.00113362 0.96370524]
question 1299	2	2	1	[0.01882365 0.04075852 0.89641726 0.01299245 0.03100811]
question 1300	2	2	1	[8.2080648e-04 2.6669659e-02 9.2931944e-01 4.2450193e-02 7.3982921e-04]
question 1301	0	0	1	[0.73437834 0.06373462 0.01336682 0.03011734 0.15840282]
question 1302	1	1	1	[0.0116535  0.74248433 0.02760825 0.07096303 0.14729089]
question 1303	4	4	1	[6.8369601e-03 4.6274578e-04 3.2868522e-04 3.1840380e-03 9.8918754e-01]
question 1304	0	0	1	[0.9180758  0.07578878 0.00193455 0.00214767 0.00205328]
question 1305	1	2	0	[4.7606329e-04 6.3437469e-02 9.0137506e-01 3.3213548e-02 1.4979625e-03]
question 1306	3	3	1	[0.01619901 0.00689812 0.0051515  0.9643387  0.0074126 ]
question 1307	4	2	0	[0.12289782 0.06075436 0.76934433 0.01979399 0.02720962]
question 1308	4	4	1	[4.11967048e-05 1.03968516e-04 8.02963696e-05 5.10022277e-04 9.99264538e-01]
question 1309	2	2	1	[0.21982238 0.00601402 0.66207695 0.01929076 0.0927958 ]
question 1310	2	2	1	[0.16001989 0.01841575 0.5088492  0.05187377 0.2608414 ]
question 1311	3	3	1	[0.01738903 0.09287877 0.01688218 0.7924547  0.08039526]
question 1312	0	0	1	[0.9554135  0.01147202 0.01105141 0.00916225 0.01290095]
question 1313	1	1	1	[0.07055194 0.67876905 0.01436807 0.17126906 0.06504191]
question 1314	3	3	1	[0.0193405  0.01240809 0.00969585 0.9474482  0.01110729]
question 1315	1	1	1	[0.17005254 0.41413587 0.0017473  0.38272005 0.03134416]
question 1316	2	2	1	[0.09817318 0.038532   0.714573   0.04375394 0.10496785]
question 1317	4	4	1	[0.00695177 0.00668389 0.01081539 0.00707806 0.9684709 ]
question 1318	0	2	0	[0.274575   0.02337871 0.6346936  0.04530818 0.02204447]
question 1319	2	2	1	[0.01948072 0.01169518 0.7461197  0.13752764 0.0851768 ]
question 1320	2	2	1	[0.03777307 0.06311399 0.765568   0.06529162 0.06825334]
question 1321	0	0	1	[0.7477565  0.00921868 0.12932557 0.01228315 0.10141611]
question 1322	4	4	1	[1.16814417e-03 1.00013865e-02 8.41146393e-05 2.85801361e-03 9.85888302e-01]
question 1323	3	3	1	[0.00543695 0.36631736 0.00586719 0.61501193 0.00736653]
question 1324	1	1	1	[0.09766924 0.47585505 0.23235117 0.08855257 0.10557195]
question 1325	4	1	0	[0.24942647 0.4359947  0.0234091  0.03445436 0.2567153 ]
question 1326	2	2	1	[0.10845989 0.05972292 0.70944434 0.07923724 0.04313565]
question 1327	2	2	1	[0.00821561 0.0230032  0.93943775 0.01392763 0.01541585]
question 1328	0	4	0	[0.34859118 0.11639367 0.02866453 0.09573406 0.41061652]
question 1329	3	0	0	[0.28084055 0.20080209 0.24041006 0.1743712  0.10357612]
question 1330	4	4	1	[0.09029255 0.33241543 0.07929162 0.15969773 0.33830258]
question 1331	0	0	1	[0.96951216 0.00517713 0.00429011 0.01718764 0.00383293]
question 1332	2	2	1	[0.06238154 0.05075401 0.81615967 0.02306077 0.04764398]
question 1333	1	1	1	[0.08744616 0.7737455  0.03762139 0.05710012 0.04408682]
question 1334	4	4	1	[0.00165516 0.00426689 0.00154408 0.00402836 0.9885055 ]
question 1335	0	0	1	[0.7684274  0.19409585 0.01610696 0.01980226 0.00156764]
question 1336	3	3	1	[0.1656477  0.128408   0.03072823 0.47279474 0.20242123]
question 1337	2	0	0	[0.30116495 0.16235806 0.1835915  0.1814032  0.17148235]
question 1338	0	0	1	[6.6966254e-01 4.5026317e-03 4.9483147e-04 4.6154761e-05 3.2529387e-01]
question 1339	1	1	1	[0.10254487 0.52919084 0.15321018 0.03955518 0.17549895]
question 1340	2	2	1	[0.04746315 0.13957895 0.7309478  0.0411976  0.0408125 ]
question 1341	1	1	1	[0.08016863 0.74681956 0.05282606 0.01295112 0.10723457]
question 1342	0	0	1	[0.64956385 0.02728497 0.05550337 0.05091939 0.21672848]
question 1343	4	4	1	[0.10794248 0.18568742 0.15573603 0.03374242 0.51689166]
question 1344	3	0	0	[0.7377725  0.05382214 0.01363488 0.16528177 0.02948859]
question 1345	1	1	1	[5.4401957e-04 9.9939167e-01 3.7010479e-05 1.4338871e-05 1.3002274e-05]
question 1346	2	2	1	[0.0351467  0.01692902 0.4980261  0.06466648 0.3852317 ]
question 1347	1	1	1	[0.03208947 0.83628327 0.04122766 0.05204113 0.03835845]
question 1348	3	3	1	[0.01431818 0.0177513  0.00604878 0.9506901  0.01119163]
question 1349	3	3	1	[0.00544742 0.00969027 0.01647603 0.9557918  0.01259445]
question 1350	2	2	1	[0.06649191 0.03480995 0.67658883 0.1257586  0.09635075]
question 1351	0	0	1	[0.8627076  0.00407793 0.1036609  0.01388713 0.01566645]
question 1352	0	4	0	[0.21981138 0.03471512 0.04288798 0.19079429 0.5117912 ]
question 1353	0	0	1	[0.967581   0.00537849 0.00448735 0.0032681  0.019285  ]
question 1354	0	0	1	[0.60839194 0.00226809 0.00820221 0.03512704 0.34601077]
question 1355	1	1	1	[0.07330847 0.6929212  0.00690691 0.22404318 0.00282029]
question 1356	3	3	1	[2.8154293e-02 4.4156834e-05 5.6593151e-05 9.7161216e-01 1.3271968e-04]
question 1357	4	4	1	[0.03617086 0.09935885 0.05432558 0.04832181 0.7618229 ]
question 1358	0	0	1	[0.9918051  0.00164491 0.0026641  0.00177693 0.00210905]
question 1359	3	3	1	[5.1335723e-04 2.0738433e-03 1.3606070e-03 9.9461824e-01 1.4340002e-03]
question 1360	3	3	1	[0.03071526 0.01449775 0.0351212  0.90341884 0.01624687]
question 1361	1	3	0	[0.03751357 0.38445848 0.03019512 0.535677   0.01215579]
question 1362	2	0	0	[0.5415758  0.10075368 0.21870802 0.06441826 0.07454427]
question 1363	3	2	0	[0.22303213 0.06128155 0.6773784  0.035042   0.0032659 ]
question 1364	0	0	1	[0.38993382 0.2732326  0.05715975 0.21489744 0.06477636]
question 1365	0	0	1	[0.8967295  0.01348693 0.03254805 0.01465012 0.04258538]
question 1366	1	1	1	[0.0542096  0.7174046  0.04341049 0.14656444 0.03841091]
question 1367	1	1	1	[0.0325431  0.76890665 0.11527986 0.0323219  0.0509485 ]
question 1368	3	3	1	[0.00442954 0.01137041 0.01236965 0.81451124 0.15731919]
question 1369	4	4	1	[0.01329057 0.00915531 0.03126363 0.00592045 0.94036996]
question 1370	4	4	1	[2.4680044e-03 5.9541105e-04 1.6986050e-01 6.2691201e-03 8.2080698e-01]
question 1371	0	2	0	[0.26053238 0.07197118 0.43887994 0.13745384 0.09116271]
question 1372	2	2	1	[0.06901275 0.02639196 0.8238432  0.03530207 0.04545004]
question 1373	4	4	1	[0.2490167  0.25863144 0.02333738 0.14531441 0.32370007]
question 1374	0	0	1	[0.9550889  0.02437618 0.00199824 0.01693965 0.00159694]
question 1375	2	2	1	[0.08990649 0.27187535 0.29824623 0.10341791 0.23655398]
question 1376	2	2	1	[0.05011245 0.0273554  0.87825793 0.02788537 0.01638876]
question 1377	1	3	0	[0.00707766 0.37722355 0.00568942 0.603127   0.00688224]
question 1378	2	2	1	[0.03544893 0.0611937  0.80180275 0.07671111 0.02484349]
question 1379	2	2	1	[0.11875066 0.03031341 0.5488392  0.22685622 0.07524053]
question 1380	3	3	1	[0.02120745 0.04103975 0.02963005 0.9009212  0.00720159]
question 1381	4	1	0	[0.00804791 0.88074756 0.00360853 0.02457787 0.08301809]
question 1382	3	3	1	[0.05627552 0.24029267 0.06290198 0.34450668 0.29602313]
question 1383	2	2	1	[0.00302203 0.03315667 0.92771125 0.02159858 0.01451155]
question 1384	3	3	1	[0.07553243 0.29271242 0.03616998 0.38043734 0.21514782]
question 1385	1	1	1	[0.00653738 0.909822   0.01156911 0.06409693 0.00797453]
question 1386	4	4	1	[0.01835093 0.07968406 0.05309218 0.07137202 0.7775008 ]
question 1387	3	3	1	[0.00965873 0.05894271 0.01296234 0.9046148  0.01382147]
question 1388	2	2	1	[0.05359813 0.27640197 0.5897667  0.06402426 0.01620898]
question 1389	4	4	1	[0.16473748 0.02283659 0.00857024 0.03841709 0.7654386 ]
question 1390	1	1	1	[0.00221992 0.99100035 0.00231794 0.00196951 0.00249231]
question 1391	1	2	0	[0.00162419 0.01573683 0.95670617 0.00150049 0.02443236]
question 1392	2	2	1	[0.0675304  0.04029163 0.715125   0.09777656 0.07927644]
question 1393	1	1	1	[0.08729164 0.5139448  0.07269433 0.07654827 0.249521  ]
question 1394	0	4	0	[0.41519868 0.02152617 0.04313713 0.02677068 0.49336743]
question 1395	1	1	1	[0.159066   0.43831453 0.22646302 0.09696791 0.07918856]
question 1396	3	3	1	[0.00385276 0.31172943 0.02608894 0.61147004 0.04685881]
question 1397	0	0	1	[0.72024786 0.09934674 0.12184761 0.03329664 0.02526119]
question 1398	0	0	1	[0.7709917  0.00536953 0.14292245 0.01403842 0.06667785]
question 1399	3	3	1	[0.00230226 0.00497004 0.0023123  0.9342433  0.05617221]
question 1400	2	2	1	[0.11918176 0.06838483 0.6725445  0.13458972 0.00529923]
question 1401	0	3	0	[0.152064   0.0017269  0.06554935 0.7793947  0.00126505]
question 1402	1	1	1	[0.05149777 0.8117113  0.05398396 0.01997345 0.06283348]
question 1403	1	1	1	[0.02900288 0.53363615 0.2483831  0.0205438  0.16843407]
question 1404	3	3	1	[0.02224005 0.02090832 0.03210143 0.90718126 0.01756893]
question 1405	1	3	0	[0.02335104 0.2970706  0.15266919 0.4189946  0.10791454]
question 1406	2	2	1	[0.01039461 0.00361914 0.9765869  0.00630227 0.00309707]
question 1407	1	1	1	[0.1254655  0.8434971  0.00402156 0.00234382 0.02467205]
question 1408	1	1	1	[0.00534218 0.6937258  0.13961789 0.14932935 0.01198473]
question 1409	0	0	1	[0.60599715 0.28718376 0.05562945 0.02867812 0.02251157]
question 1410	0	0	1	[0.60699785 0.00337587 0.15819229 0.00684007 0.22459392]
question 1411	4	4	1	[0.24007523 0.04328189 0.14958814 0.22560745 0.34144738]
question 1412	0	0	1	[0.5800589  0.01006943 0.13107915 0.1661517  0.11264084]
question 1413	1	1	1	[0.0936717  0.67464995 0.11996835 0.0048096  0.10690045]
question 1414	4	4	1	[0.28689507 0.2524464  0.05349094 0.05449093 0.35267663]
question 1415	2	2	1	[0.01695172 0.01009549 0.88828754 0.01120534 0.07345998]
question 1416	0	0	1	[9.6359712e-01 6.6635333e-04 2.3193450e-03 1.7185586e-02 1.6231721e-02]
question 1417	3	3	1	[0.13929316 0.21707365 0.16123082 0.26603758 0.21636479]
question 1418	3	3	1	[0.01868379 0.01549181 0.14041719 0.7927327  0.03267455]
question 1419	1	3	0	[0.19111705 0.2328103  0.1316529  0.29781988 0.14659987]
question 1420	1	1	1	[0.12592253 0.35650066 0.3015767  0.09680448 0.11919562]
question 1421	2	2	1	[0.07172161 0.05798807 0.8477957  0.00854738 0.01394719]
question 1422	2	1	0	[0.17618683 0.2751044  0.2740431  0.00057539 0.2740903 ]
question 1423	1	1	1	[0.01206826 0.9597061  0.00745551 0.012014   0.00875619]
question 1424	4	4	1	[0.0182253  0.01163741 0.0255442  0.01366848 0.9309246 ]
question 1425	1	1	1	[0.00575747 0.8875573  0.04403866 0.01660241 0.04604417]
question 1426	0	0	1	[0.6467002  0.05869651 0.06512908 0.16801772 0.06145652]
question 1427	1	1	1	[0.00135212 0.9531435  0.00213823 0.03635259 0.00701356]
question 1428	3	3	1	[0.16476855 0.02894785 0.02929096 0.62683636 0.15015626]
question 1429	1	1	1	[0.2095032  0.677139   0.02555226 0.08176246 0.00604301]
question 1430	1	0	0	[0.29054528 0.136091   0.14226562 0.16549474 0.26560345]
question 1431	2	2	1	[0.07928077 0.00848402 0.88127035 0.01666144 0.0143034 ]
question 1432	0	0	1	[0.8092742  0.00753587 0.04556553 0.02434543 0.11327894]
question 1433	4	4	1	[0.3931798  0.01783432 0.01078101 0.01970387 0.558501  ]
question 1434	4	2	0	[0.13349476 0.0130444  0.69387645 0.04570569 0.11387873]
question 1435	0	0	1	[6.551111e-01 4.176954e-04 2.622654e-04 6.448506e-02 2.797239e-01]
question 1436	1	0	0	[0.275571   0.25319347 0.13710819 0.1441936  0.18993379]
question 1437	0	0	1	[0.89412487 0.04647014 0.03825313 0.00177633 0.01937555]
question 1438	1	2	0	[0.16631864 0.09750415 0.5729045  0.15511362 0.00815898]
question 1439	0	0	1	[0.80973035 0.08688965 0.05133782 0.02605006 0.0259921 ]
question 1440	2	2	1	[0.1586345  0.14046666 0.2834151  0.21692775 0.20055604]
question 1441	1	1	1	[0.07782447 0.3609241  0.01231604 0.23182118 0.31711426]
question 1442	1	1	1	[0.03901149 0.7957171  0.09209274 0.01853677 0.05464193]
question 1443	3	2	0	[0.03756425 0.01562357 0.38909528 0.2511537  0.30656314]
question 1444	1	1	1	[0.0098978  0.91655695 0.02213484 0.03203444 0.01937592]
question 1445	1	1	1	[0.02399163 0.9165509  0.0123353  0.02209123 0.02503106]
question 1446	3	3	1	[0.26042157 0.01604216 0.00894623 0.6838486  0.03074145]
question 1447	2	0	0	[0.74707794 0.03688964 0.17030533 0.02934875 0.01637839]
question 1448	1	1	1	[9.8395608e-02 5.8080715e-01 2.1270353e-01 1.8259312e-04 1.0791113e-01]
question 1449	4	2	0	[0.0235014  0.05332414 0.51321596 0.07321424 0.33674428]
question 1450	0	0	1	[0.86764705 0.01305633 0.11273716 0.00314395 0.00341556]
question 1451	3	1	0	[0.10508319 0.46135816 0.1714954  0.17988737 0.08217585]
question 1452	3	3	1	[0.00116154 0.01909445 0.13448557 0.4246488  0.42060965]
question 1453	3	2	0	[0.04485303 0.08088128 0.4361548  0.4054088  0.03270208]
question 1454	1	0	0	[0.40096083 0.09444816 0.18424204 0.12661716 0.19373174]
question 1455	1	1	1	[0.13460682 0.61299646 0.06439734 0.08567859 0.10232078]
question 1456	2	2	1	[0.01948991 0.357557   0.54379416 0.04400657 0.03515239]
question 1457	0	0	1	[0.5205925  0.00634785 0.01184445 0.35197666 0.10923842]
question 1458	1	1	1	[0.09793801 0.60724795 0.13857637 0.02331029 0.13292745]
question 1459	4	4	1	[0.02262756 0.04059988 0.08615092 0.21352686 0.6370948 ]
question 1460	4	4	1	[0.06866983 0.01927793 0.21412309 0.13723277 0.5606964 ]
question 1461	2	2	1	[0.03049499 0.4182882  0.45216247 0.04231283 0.05674152]
question 1462	4	4	1	[0.06413794 0.13296382 0.1438123  0.27676544 0.3823205 ]
question 1463	4	3	0	[0.24541458 0.12774375 0.17243335 0.34601742 0.10839099]
question 1464	1	1	1	[0.07570819 0.6442595  0.07442816 0.12800805 0.07759608]
question 1465	4	4	1	[0.04299663 0.1436597  0.09540744 0.0617929  0.65614325]
question 1466	2	2	1	[0.22934818 0.23200366 0.42255822 0.06177974 0.05431022]
question 1467	4	2	0	[0.01736681 0.24250126 0.2631486  0.23917525 0.23780815]
question 1468	2	2	1	[0.227388   0.02208673 0.6458213  0.05572117 0.04898283]
question 1469	1	1	1	[0.02317629 0.88211375 0.02045032 0.0687476  0.00551196]
question 1470	0	0	1	[0.6062689  0.03405733 0.23304725 0.05035156 0.07627491]
question 1471	2	2	1	[0.03003796 0.02109252 0.70964473 0.03280751 0.2064173 ]
question 1472	3	3	1	[2.9694389e-05 3.0342080e-03 1.0951942e-05 9.8979139e-01 7.1337530e-03]
question 1473	2	2	1	[0.04044968 0.34538856 0.6021946  0.00469043 0.00727675]
question 1474	0	0	1	[0.60314214 0.22519815 0.06874287 0.03206244 0.07085444]
question 1475	4	4	1	[0.26458892 0.00166952 0.09707551 0.01256808 0.62409794]
question 1476	2	2	1	[0.10425484 0.08467333 0.6793624  0.06121118 0.07049827]
question 1477	2	2	1	[0.18502304 0.13502741 0.2995165  0.28957367 0.09085939]
question 1478	2	2	1	[0.12329809 0.10819317 0.3826359  0.26670137 0.1191714 ]
question 1479	4	3	0	[0.00175487 0.00347836 0.01336327 0.6375685  0.343835  ]
question 1480	0	0	1	[0.940557   0.00545841 0.04867313 0.00297934 0.00233219]
question 1481	0	1	0	[0.22542107 0.5950754  0.10707556 0.05919087 0.01323707]
question 1482	1	1	1	[0.03031985 0.88484645 0.02529448 0.02126628 0.03827298]
question 1483	2	2	1	[0.05312974 0.02705122 0.8630829  0.02133885 0.03539727]
question 1484	3	3	1	[0.15023495 0.06012638 0.02227493 0.7448744  0.02248931]
question 1485	2	1	0	[0.0270611  0.42749405 0.07792293 0.07640776 0.39111418]
question 1486	2	3	0	[0.37024686 0.00419953 0.19852395 0.4053795  0.02165007]
question 1487	3	3	1	[0.01355638 0.02416629 0.07672537 0.8451039  0.04044801]
question 1488	1	1	1	[0.06437344 0.8331163  0.05535096 0.00863891 0.03852035]
question 1489	4	4	1	[0.32442197 0.01119389 0.05198991 0.01348286 0.59891135]
question 1490	4	4	1	[0.00177296 0.00150739 0.00285323 0.0050432  0.98882324]
question 1491	1	1	1	[0.00364566 0.98813677 0.00206859 0.00260867 0.00354035]
question 1492	1	1	1	[1.10405272e-04 9.96409476e-01 5.89092087e-05 3.31584364e-03 1.05391046e-04]
question 1493	4	4	1	[0.2037482  0.05732406 0.04531058 0.02336608 0.6702511 ]
question 1494	4	4	1	[0.01986901 0.03315605 0.00145351 0.01248471 0.9330367 ]
question 1495	1	1	1	[0.08027261 0.7378521  0.02287918 0.01223013 0.14676595]
question 1496	4	4	1	[0.05656576 0.27376583 0.098752   0.269758   0.30115843]
question 1497	3	3	1	[0.1097572  0.00442879 0.01071312 0.8428183  0.03228262]
question 1498	3	4	0	[2.7697286e-04 8.9694440e-02 4.8729121e-03 7.0182881e-03 8.9813745e-01]
question 1499	2	2	1	[0.00210621 0.01120283 0.91188717 0.07270519 0.0020986 ]
question 1500	0	0	1	[0.85580236 0.02493057 0.00251874 0.00347518 0.11327318]
question 1501	1	1	1	[0.00990335 0.9320454  0.04456843 0.00737643 0.0061065 ]
question 1502	3	3	1	[0.4430132  0.00489046 0.00177752 0.54550475 0.00481412]
question 1503	4	1	0	[0.05539319 0.45922476 0.3368196  0.09678771 0.05177474]
question 1504	0	1	0	[0.22379903 0.51025826 0.09215002 0.05120444 0.12258817]
question 1505	1	1	1	[0.03289861 0.69905823 0.05214061 0.14696093 0.06894157]
question 1506	3	3	1	[0.01312944 0.18528585 0.16823088 0.54370856 0.08964527]
question 1507	4	4	1	[2.1512830e-04 2.5143323e-04 1.0908240e-02 6.5622288e-03 9.8206294e-01]
question 1508	0	0	1	[8.72209907e-01 3.06202774e-03 1.16572622e-03 6.43286330e-04 1.22918874e-01]
question 1509	4	2	0	[0.02321185 0.03798699 0.42593178 0.20854035 0.30432904]
question 1510	0	0	1	[0.68527585 0.05581985 0.04846914 0.16882505 0.0416102 ]
question 1511	2	3	0	[0.03762738 0.02212871 0.33495545 0.54992205 0.05536638]
question 1512	1	1	1	[0.00478589 0.898008   0.01047042 0.0531303  0.03360526]
question 1513	3	3	1	[0.06072915 0.01758711 0.0132511  0.89240026 0.0160324 ]
question 1514	2	2	1	[0.01467011 0.05061968 0.8644604  0.02646734 0.04378258]
question 1515	0	4	0	[0.17195107 0.06776315 0.27642676 0.18835941 0.29549953]
question 1516	1	1	1	[0.01198725 0.5351933  0.00861245 0.44076607 0.00344096]
question 1517	0	0	1	[8.3426154e-01 7.9137913e-04 1.3624940e-03 1.4438115e-01 1.9203503e-02]
question 1518	2	2	1	[0.06924931 0.06227373 0.72905666 0.05805797 0.0813623 ]
question 1519	3	3	1	[0.00272917 0.02994054 0.0281847  0.92959213 0.00955347]
question 1520	1	1	1	[0.02948441 0.9491105  0.00229908 0.00317822 0.01592778]
question 1521	3	3	1	[2.7991834e-04 1.0257767e-04 2.0320227e-02 9.7735357e-01 1.9437301e-03]
question 1522	3	3	1	[0.0783686  0.19068405 0.22027366 0.38370332 0.12697038]
question 1523	1	1	1	[0.01716559 0.672598   0.06084494 0.09087419 0.1585173 ]
question 1524	4	4	1	[3.3953736e-04 3.6723213e-03 4.1896367e-04 1.1095109e-03 9.9445963e-01]
question 1525	3	1	0	[0.05264208 0.62116235 0.02904305 0.25499576 0.04215674]
question 1526	2	0	0	[0.59978163 0.00074836 0.12040038 0.2754046  0.00366508]
question 1527	2	2	1	[1.0209417e-02 6.6522895e-03 9.8272198e-01 2.2099438e-04 1.9544020e-04]
question 1528	1	1	1	[0.18859766 0.76143485 0.01440946 0.01647868 0.01907936]
question 1529	2	2	1	[0.03338669 0.07309663 0.8569901  0.00149012 0.0350365 ]
question 1530	1	3	0	[0.18584347 0.14062975 0.06922846 0.3499076  0.2543908 ]
question 1531	4	4	1	[0.00437055 0.00689442 0.0263854  0.00613114 0.9562184 ]
question 1532	2	2	1	[0.00849582 0.05874897 0.7195681  0.06944549 0.14374171]
question 1533	3	3	1	[0.02662494 0.02263089 0.02568167 0.89222693 0.03283554]
question 1534	3	3	1	[0.28524223 0.00469527 0.00438521 0.49713415 0.2085432 ]
question 1535	1	1	1	[0.02613349 0.693087   0.04567725 0.0582575  0.17684479]
question 1536	3	3	1	[0.20010406 0.18048102 0.20810631 0.37152413 0.03978459]
question 1537	1	1	1	[0.00669019 0.90933555 0.05909601 0.0104677  0.01441052]
question 1538	4	4	1	[0.09604958 0.0515196  0.00288966 0.00190834 0.84763277]
question 1539	1	1	1	[6.2358784e-03 9.8908150e-01 2.9018368e-03 7.5657002e-04 1.0241671e-03]
question 1540	1	1	1	[0.01570719 0.9361546  0.02349903 0.01495209 0.00968704]
question 1541	1	1	1	[0.03628435 0.8121252  0.09877572 0.02760477 0.02520999]
question 1542	4	2	0	[0.30150294 0.04545145 0.33869198 0.08701808 0.2273356 ]
question 1543	4	4	1	[0.28402284 0.02200611 0.14402573 0.22784427 0.32210103]
question 1544	4	4	1	[0.00325757 0.11946543 0.02342423 0.31508738 0.53876543]
question 1545	4	4	1	[9.6431759e-04 1.1599362e-03 5.4228129e-03 1.8700682e-02 9.7375226e-01]
question 1546	0	0	1	[0.63055825 0.16139415 0.1954194  0.00597947 0.00664871]
question 1547	2	2	1	[0.14786236 0.19024242 0.65713084 0.0011701  0.00359424]
question 1548	4	4	1	[0.00391626 0.01958593 0.00488467 0.02730889 0.9443043 ]
question 1549	4	4	1	[0.04031763 0.00746149 0.01102123 0.0424074  0.89879227]
question 1550	3	3	1	[0.05046022 0.00348693 0.00353728 0.88600403 0.05651163]
question 1551	4	4	1	[0.01276866 0.00622378 0.0023952  0.00772506 0.9708873 ]
question 1552	4	4	1	[0.01692703 0.01609853 0.11732426 0.0574024  0.7922478 ]
question 1553	0	0	1	[0.3070625  0.29105106 0.08362576 0.03307863 0.28518206]
question 1554	1	3	0	[0.00585648 0.0118252  0.02192073 0.9591486  0.00124902]
question 1555	3	3	1	[0.23694757 0.00842707 0.00508092 0.7332013  0.01634309]
question 1556	3	2	0	[0.06573935 0.06169283 0.6791585  0.14348558 0.04992379]
question 1557	2	1	0	[0.14223814 0.35003328 0.20319696 0.2301756  0.074356  ]
question 1558	3	3	1	[0.10800312 0.13036528 0.0493775  0.5849997  0.12725447]
question 1559	1	1	1	[0.00241258 0.9803367  0.00639333 0.00472296 0.00613437]
question 1560	1	1	1	[0.02609232 0.6885065  0.00765215 0.271248   0.006501  ]
question 1561	2	2	1	[0.01933303 0.04635824 0.7333652  0.16694285 0.03400063]
question 1562	2	2	1	[0.12496127 0.02661414 0.69045883 0.10672561 0.05124015]
question 1563	1	1	1	[0.08043686 0.86233807 0.01515634 0.02600085 0.0160678 ]
question 1564	3	3	1	[0.00119012 0.00112752 0.00135664 0.9919214  0.00440433]
question 1565	1	1	1	[1.6693138e-04 9.9842548e-01 1.2034617e-04 4.8278554e-04 8.0449489e-04]
question 1566	1	1	1	[0.14640969 0.5096072  0.00719543 0.171897   0.16489066]
question 1567	3	3	1	[0.01432422 0.00499491 0.00156259 0.97682834 0.00228989]
question 1568	4	4	1	[0.08586738 0.0158207  0.01019877 0.10102565 0.7870875 ]
question 1569	0	0	1	[0.37150916 0.16985765 0.0852139  0.32961413 0.04380513]
question 1570	3	3	1	[0.0378274  0.0378338  0.05173148 0.8159392  0.05666815]
question 1571	4	4	1	[3.2393332e-03 1.1476080e-02 1.9762407e-03 7.6450093e-04 9.8254389e-01]
question 1572	4	4	1	[0.12259168 0.26980633 0.00141529 0.17907116 0.42711553]
question 1573	1	1	1	[1.6696822e-02 9.4701803e-01 1.4852713e-02 2.0923117e-02 5.0938019e-04]
question 1574	2	2	1	[0.34597123 0.00093933 0.6489281  0.00196373 0.00219756]
question 1575	4	4	1	[0.00310875 0.00323838 0.0054229  0.03458048 0.9536495 ]
question 1576	1	1	1	[0.22022212 0.36668557 0.23478398 0.17377353 0.00453484]
question 1577	4	4	1	[0.13803688 0.2839307  0.04536451 0.24683034 0.2858376 ]
question 1578	2	1	0	[0.02932949 0.5849051  0.31026334 0.0519928  0.02350919]
question 1579	3	3	1	[0.00098892 0.00363208 0.26380125 0.36958066 0.36199707]
question 1580	1	1	1	[0.00477808 0.98370683 0.00253621 0.00530423 0.0036747 ]
question 1581	3	3	1	[0.03655139 0.05314845 0.0720529  0.7267015  0.1115458 ]
question 1582	0	0	1	[0.7116948  0.10578411 0.00496313 0.17407173 0.00348627]
question 1583	2	2	1	[0.16007641 0.0198305  0.7043702  0.02488819 0.09083468]
question 1584	1	1	1	[0.00464343 0.9821333  0.00371125 0.00609457 0.00341735]
question 1585	3	3	1	[0.01156825 0.04474145 0.08358379 0.8289874  0.03111912]
question 1586	4	4	1	[0.03346974 0.03014312 0.09886163 0.02093612 0.8165894 ]
question 1587	3	3	1	[0.00047956 0.28911397 0.33282903 0.3770226  0.00055482]
question 1588	1	1	1	[0.00625409 0.8384194  0.00462065 0.14710218 0.00360367]
question 1589	2	2	1	[8.5144117e-02 5.0883170e-04 9.0128011e-01 1.2565171e-02 5.0175173e-04]
question 1590	1	1	1	[4.3557433e-04 9.9706441e-01 1.0786888e-03 6.5771927e-04 7.6353946e-04]
